사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
Jan-19,경원선,1901,방학,285 ,6 ,10207 ,1318 ,14637 ,4916 ,33032 ,7121 ,32819 ,20149 ,22927 ,12243 ,18399 ,11441 ,17574 ,11358 ,18772 ,13170 ,18831 ,14212 ,17040 ,15871 ,15818 ,18861 ,15947 ,22110 ,18161 ,22411 ,19853 ,31355 ,10362 ,31163 ,7711 ,18082 ,6742 ,15596 ,5078 ,13066 ,2085 ,9164 ,201 ,2055 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1902,도봉,153 ,5 ,7077 ,1139 ,9798 ,3661 ,20720 ,3705 ,21689 ,10762 ,15278 ,9063 ,12058 ,8023 ,11870 ,7209 ,11710 ,7855 ,12009 ,9300 ,11152 ,9744 ,10463 ,11250 ,10070 ,13887 ,11059 ,13839 ,11744 ,18586 ,5563 ,19206 ,3438 ,10690 ,2962 ,10474 ,2079 ,8443 ,1027 ,5596 ,136 ,1576 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1903,도봉산,142 ,1 ,6032 ,606 ,9845 ,2455 ,27233 ,3532 ,24522 ,5383 ,16557 ,10096 ,13358 ,14705 ,13617 ,12302 ,15504 ,11212 ,18628 ,10495 ,21263 ,9963 ,21578 ,9401 ,19150 ,9309 ,15464 ,9585 ,12738 ,10833 ,7773 ,10307 ,4791 ,6388 ,3439 ,6598 ,2430 ,5906 ,985 ,4603 ,117 ,1948 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1904,망월사,304 ,0 ,6574 ,1013 ,12143 ,3267 ,28023 ,4185 ,25920 ,14313 ,18520 ,12237 ,14846 ,8847 ,14782 ,9235 ,15535 ,9689 ,16203 ,11238 ,13331 ,11316 ,12656 ,14559 ,12641 ,15989 ,13266 ,18742 ,12067 ,23850 ,6659 ,26612 ,5192 ,17049 ,4570 ,13533 ,3393 ,12178 ,1484 ,9291 ,181 ,2794 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1905,회룡,879 ,6 ,13639 ,1865 ,26033 ,6524 ,60318 ,6571 ,48129 ,11336 ,32677 ,11246 ,27305 ,11514 ,25871 ,13497 ,25317 ,14948 ,22869 ,17158 ,18249 ,20024 ,16990 ,23908 ,16986 ,28142 ,15516 ,33650 ,14782 ,38896 ,8676 ,48128 ,6949 ,29822 ,5734 ,23151 ,4467 ,19902 ,1926 ,14959 ,209 ,5103 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1906,의정부,2316 ,8 ,9540 ,1728 ,21406 ,10394 ,45613 ,14885 ,43290 ,37871 ,28348 ,39796 ,26203 ,35024 ,30253 ,36928 ,33350 ,41980 ,35128 ,45313 ,37617 ,43137 ,43047 ,38735 ,49263 ,45564 ,50520 ,47771 ,54357 ,57829 ,36940 ,59190 ,33364 ,37297 ,25936 ,27842 ,21140 ,23002 ,10723 ,16228 ,859 ,8502 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1907,가능,200 ,4 ,7875 ,1103 ,12850 ,4598 ,26295 ,4387 ,24915 ,12466 ,16151 ,8500 ,13271 ,7339 ,12426 ,6182 ,12775 ,7465 ,11555 ,9631 ,10862 ,8757 ,9222 ,10071 ,8604 ,12851 ,10949 ,15215 ,10870 ,21490 ,7080 ,22115 ,4917 ,14547 ,4544 ,10366 ,3447 ,10896 ,1857 ,7734 ,124 ,1763 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1908,녹양,193 ,3 ,4817 ,665 ,9854 ,2556 ,19146 ,3568 ,17604 ,7917 ,11039 ,4385 ,9360 ,4133 ,8422 ,3916 ,8433 ,5249 ,8092 ,6431 ,6981 ,5763 ,6672 ,7119 ,6414 ,8788 ,8264 ,9643 ,9274 ,14709 ,4785 ,14978 ,3149 ,10869 ,2652 ,7919 ,2094 ,9281 ,932 ,5967 ,49 ,2074 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1909,양주,1211 ,6 ,5511 ,1020 ,14208 ,5617 ,37268 ,11193 ,30638 ,12827 ,22335 ,8107 ,19152 ,7444 ,16984 ,6864 ,16130 ,8949 ,14366 ,8800 ,12149 ,10814 ,11949 ,12170 ,11861 ,14875 ,13271 ,17391 ,17535 ,25886 ,8926 ,25355 ,4468 ,19069 ,3714 ,13805 ,2884 ,15582 ,970 ,8988 ,36 ,3999 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1910,덕계,0 ,0 ,1598 ,412 ,4861 ,1453 ,8535 ,1587 ,7986 ,2431 ,4278 ,1152 ,4091 ,1200 ,3263 ,1017 ,3075 ,1881 ,2961 ,1575 ,2354 ,2134 ,2081 ,2743 ,2350 ,4410 ,2901 ,3968 ,2234 ,5505 ,1263 ,5537 ,880 ,4750 ,498 ,3326 ,393 ,3267 ,192 ,2318 ,9 ,699 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1911,덕정,0 ,0 ,3926 ,1079 ,9443 ,4624 ,22065 ,8205 ,22993 ,13477 ,12158 ,6224 ,11993 ,4640 ,11199 ,4633 ,11084 ,6542 ,10162 ,5975 ,7668 ,7488 ,8196 ,8475 ,8791 ,13245 ,12736 ,14274 ,13434 ,16752 ,6161 ,18659 ,4262 ,13163 ,3047 ,10980 ,2423 ,8721 ,1156 ,9047 ,127 ,1850 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1912,지행,11 ,0 ,4879 ,240 ,11358 ,2809 ,21735 ,5123 ,24422 ,10548 ,17521 ,6481 ,12141 ,5417 ,13209 ,6745 ,13651 ,7876 ,12419 ,9820 ,9962 ,9769 ,9897 ,11268 ,10466 ,14069 ,10766 ,17949 ,13742 ,21083 ,7393 ,24125 ,6202 ,16773 ,5197 ,10727 ,4708 ,12574 ,2558 ,10450 ,135 ,2972 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1913,동두천중앙,8 ,2 ,2161 ,56 ,5559 ,2107 ,10092 ,4754 ,10642 ,9188 ,8838 ,5707 ,6476 ,5560 ,7802 ,6562 ,8196 ,5567 ,8045 ,6219 ,6603 ,5955 ,6445 ,6413 ,7432 ,6090 ,6969 ,8364 ,8911 ,8391 ,3241 ,8335 ,2304 ,6242 ,1711 ,4068 ,1202 ,4610 ,462 ,3581 ,12 ,1245 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1914,보산,15 ,1 ,1398 ,17 ,2431 ,1136 ,4825 ,2767 ,4573 ,2758 ,4515 ,1800 ,3261 ,1435 ,3446 ,1614 ,3391 ,2067 ,3314 ,2189 ,2888 ,2349 ,2427 ,2803 ,3023 ,2848 ,4545 ,4382 ,3558 ,4520 ,2033 ,5549 ,1266 ,3478 ,894 ,2724 ,592 ,2492 ,242 ,1563 ,5 ,945 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1915,동두천,6 ,0 ,981 ,9 ,2769 ,3050 ,5691 ,7962 ,6360 ,5652 ,5953 ,3702 ,4318 ,3293 ,4087 ,3654 ,3395 ,2740 ,4094 ,3237 ,3114 ,3663 ,3159 ,4523 ,3391 ,3886 ,4216 ,6010 ,5695 ,6313 ,2886 ,5637 ,1665 ,3950 ,752 ,2757 ,434 ,3229 ,237 ,1663 ,4 ,938 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,경원선,1916,소요산,106 ,0 ,894 ,3 ,1162 ,1818 ,5942 ,2239 ,6439 ,2818 ,6207 ,2340 ,7407 ,9029 ,6851 ,9262 ,7688 ,13394 ,11155 ,9150 ,12965 ,8454 ,14622 ,6092 ,10780 ,5535 ,7402 ,7444 ,5105 ,3981 ,2577 ,2548 ,1767 ,1804 ,1170 ,2116 ,339 ,1705 ,129 ,936 ,2 ,982 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,안산선,1751,산본,395 ,2 ,8838 ,2186 ,24668 ,6913 ,64390 ,14491 ,58436 ,33385 ,32466 ,24573 ,26915 ,20700 ,26535 ,22955 ,27663 ,29096 ,27641 ,31515 ,26784 ,30005 ,29414 ,30869 ,31275 ,33920 ,33010 ,42743 ,38657 ,71057 ,26977 ,70195 ,20664 ,40656 ,21348 ,31685 ,18821 ,27150 ,8139 ,19393 ,1695 ,8085 ,10 ,960 ,0 ,0 ,0 ,0 
Jan-19,안산선,1752,대야미,0 ,0 ,2051 ,855 ,6397 ,3475 ,15216 ,5346 ,15754 ,8698 ,10296 ,4961 ,7791 ,3767 ,7164 ,4027 ,7124 ,4269 ,7355 ,4437 ,6690 ,5326 ,6703 ,6273 ,7555 ,7601 ,8864 ,8780 ,11451 ,12062 ,5805 ,11098 ,3923 ,7772 ,3393 ,7639 ,2039 ,6871 ,943 ,4806 ,301 ,1755 ,0 ,7 ,0 ,0 ,0 ,0 
Jan-19,안산선,1753,반월,3 ,0 ,3030 ,1171 ,7377 ,3187 ,16974 ,4248 ,18089 ,6075 ,11681 ,3813 ,9138 ,3879 ,8471 ,4367 ,8209 ,4612 ,8508 ,5263 ,6634 ,6392 ,6029 ,7674 ,6493 ,9296 ,8062 ,10257 ,8733 ,15045 ,5322 ,12308 ,3146 ,10272 ,2906 ,9398 ,1735 ,8355 ,914 ,5640 ,306 ,2002 ,0 ,18 ,0 ,0 ,0 ,0 
Jan-19,안산선,1754,상록수,401 ,18 ,14603 ,3155 ,36309 ,9896 ,86991 ,14276 ,83770 ,21735 ,46286 ,15409 ,35937 ,13283 ,32303 ,14524 ,32757 ,17143 ,30039 ,21223 ,25573 ,22202 ,24403 ,26044 ,25390 ,35558 ,27979 ,45634 ,29213 ,77442 ,19652 ,75255 ,14960 ,49680 ,12951 ,43518 ,9441 ,37607 ,4887 ,25298 ,1114 ,11955 ,4 ,99 ,0 ,0 ,0 ,0 
Jan-19,안산선,1755,한대앞,119 ,1 ,5736 ,868 ,14716 ,3729 ,30974 ,7281 ,27076 ,16104 ,16545 ,12168 ,13348 ,8119 ,13396 ,7905 ,14175 ,9210 ,13512 ,10057 ,11867 ,10723 ,12309 ,11689 ,13176 ,14899 ,16425 ,19501 ,17770 ,30368 ,9659 ,27148 ,7316 ,18465 ,7341 ,13675 ,5721 ,13712 ,2447 ,9018 ,502 ,3991 ,0 ,27 ,0 ,0 ,0 ,0 
Jan-19,안산선,1756,중앙,224 ,26 ,8557 ,901 ,23994 ,8191 ,51600 ,12519 ,43150 ,33227 ,24125 ,29134 ,22135 ,20991 ,24547 ,22566 ,27541 ,26738 ,27804 ,29308 ,26564 ,31687 ,29079 ,29983 ,33543 ,32896 ,37356 ,41680 ,40303 ,66139 ,26577 ,60182 ,25522 ,38318 ,26975 ,29552 ,25221 ,24918 ,11058 ,18946 ,2276 ,9389 ,5 ,82 ,0 ,0 ,0 ,0 
Jan-19,안산선,1757,고잔,259 ,28 ,4316 ,507 ,13581 ,4721 ,30417 ,11695 ,22105 ,28083 ,13956 ,15520 ,12879 ,11834 ,13740 ,11111 ,13178 ,11369 ,13409 ,12020 ,13333 ,11697 ,13535 ,10530 ,14761 ,11462 ,20852 ,15043 ,24021 ,22008 ,10576 ,19834 ,8070 ,15025 ,7244 ,10718 ,5457 ,10328 ,2196 ,9829 ,348 ,5120 ,0 ,45 ,0 ,0 ,0 ,0 
Jan-19,안산선,1758,초지,166 ,0 ,1713 ,177 ,5012 ,4880 ,11801 ,8952 ,10118 ,9948 ,6029 ,3601 ,4885 ,3291 ,4949 ,3712 ,5122 ,4038 ,4986 ,4206 ,4691 ,3983 ,5250 ,4249 ,6165 ,4627 ,9301 ,6015 ,9358 ,8980 ,4654 ,8751 ,2983 ,6241 ,2369 ,4888 ,1336 ,4363 ,481 ,2988 ,99 ,1343 ,0 ,43 ,0 ,0 ,0 ,0 
Jan-19,안산선,1759,안산,952 ,5 ,11862 ,756 ,15993 ,17296 ,26504 ,46697 ,27686 ,40903 ,23972 ,15338 ,20959 ,15123 ,21137 ,16348 ,22020 ,17507 ,21822 ,19357 ,21800 ,18519 ,22995 ,20172 ,25785 ,22620 ,49050 ,28224 ,55836 ,32761 ,30263 ,29234 ,25646 ,21860 ,15897 ,18137 ,6412 ,14645 ,1995 ,8187 ,344 ,3601 ,5 ,279 ,0 ,0 ,0 ,0 
Jan-19,안산선,1760,신길온천,12 ,1 ,1443 ,34 ,3002 ,1079 ,7218 ,3983 ,6366 ,2559 ,3538 ,1055 ,2984 ,1211 ,2647 ,1261 ,2567 ,1368 ,2410 ,1345 ,2019 ,1822 ,1861 ,2398 ,2431 ,3066 ,3313 ,3300 ,3827 ,4699 ,1854 ,4473 ,1454 ,3239 ,866 ,2519 ,415 ,2645 ,277 ,2027 ,61 ,975 ,1 ,21 ,0 ,0 ,0 ,0 
Jan-19,안산선,1761,정왕,185 ,1 ,5296 ,372 ,8982 ,10899 ,18571 ,27473 ,17003 ,25426 ,12123 ,14646 ,11447 ,9768 ,11759 ,9309 ,11619 ,9829 ,11559 ,10295 ,10959 ,11004 ,12135 ,11032 ,14170 ,11380 ,21983 ,15633 ,29514 ,21327 ,13420 ,17525 ,10586 ,13967 ,7792 ,11397 ,4380 ,10921 ,1903 ,7717 ,260 ,3692 ,1 ,424 ,0 ,0 ,0 ,0 
Jan-19,안산선,1762,오이도,104 ,0 ,6487 ,105 ,15491 ,9580 ,35129 ,15904 ,28521 ,14611 ,17702 ,7780 ,15900 ,7755 ,15172 ,9860 ,16042 ,11385 ,15097 ,12615 ,13473 ,12648 ,14509 ,15319 ,15907 ,15444 ,22583 ,20496 ,22127 ,29035 ,13417 ,26390 ,9454 ,19207 ,7881 ,17500 ,5242 ,16074 ,2033 ,11741 ,145 ,5472 ,0 ,699 ,0 ,0 ,0 ,0 
Jan-19,안산선,1763,수리산,10 ,0 ,2948 ,599 ,9218 ,1458 ,20607 ,3057 ,20202 ,5099 ,11787 ,3796 ,7801 ,4639 ,8199 ,3723 ,7708 ,3477 ,6683 ,4068 ,5371 ,3929 ,5029 ,4978 ,4912 ,6098 ,5266 ,7464 ,5941 ,11659 ,3541 ,11674 ,2406 ,7361 ,1568 ,6985 ,1066 ,6370 ,522 ,5174 ,180 ,1447 ,0 ,15 ,0 ,0 ,0 ,0 
Jan-19,과천선,1450,선바위,3 ,0 ,1049 ,1153 ,6482 ,9182 ,21542 ,21664 ,30414 ,26394 ,20858 ,17076 ,13081 ,7712 ,11518 ,7184 ,11951 ,7727 ,12229 ,7618 ,11287 ,8179 ,11879 ,9294 ,15114 ,10409 ,25665 ,14007 ,39693 ,20333 ,19220 ,17635 ,11481 ,11222 ,9370 ,10326 ,5884 ,10840 ,2107 ,5653 ,249 ,2138 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,과천선,1451,경마공원,0 ,0 ,206 ,544 ,880 ,3459 ,1801 ,5958 ,2889 ,17212 ,2498 ,28688 ,2700 ,37043 ,3438 ,24437 ,4570 ,21055 ,5483 ,20311 ,8219 ,14977 ,11599 ,8773 ,20462 ,5123 ,36457 ,2625 ,80863 ,2429 ,9928 ,1856 ,2485 ,1328 ,1065 ,1385 ,465 ,1250 ,187 ,822 ,54 ,345 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,과천선,1452,대공원,0 ,0 ,57 ,530 ,200 ,2712 ,673 ,3300 ,914 ,11770 ,1266 ,19580 ,1582 ,20038 ,3725 ,9154 ,9222 ,6912 ,7702 ,7055 ,8027 ,5201 ,9671 ,2914 ,11669 ,1788 ,15735 ,1268 ,14034 ,981 ,3819 ,791 ,975 ,378 ,785 ,418 ,209 ,246 ,97 ,242 ,34 ,76 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,과천선,1453,과천,16 ,0 ,1340 ,977 ,5607 ,7931 ,18617 ,3212 ,20018 ,7261 ,13059 ,5156 ,9271 ,4843 ,8964 ,4210 ,9403 ,4833 ,9240 ,5370 ,8205 ,5925 ,7804 ,6711 ,12509 ,8030 ,11362 ,9189 ,8311 ,14636 ,4029 ,14029 ,2611 ,8753 ,2075 ,8682 ,1731 ,8757 ,501 ,6242 ,103 ,1876 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,과천선,1454,정부과천청사,8 ,2 ,2076 ,2013 ,5366 ,13160 ,17858 ,22799 ,19326 ,83705 ,15343 ,28435 ,12704 ,18947 ,14436 ,16506 ,17183 ,14539 ,20269 ,15747 ,25412 ,16001 ,23260 ,13817 ,26005 ,14011 ,32946 ,17306 ,67027 ,25732 ,20246 ,24755 ,16372 ,12177 ,20247 ,9700 ,14082 ,8849 ,4151 ,5694 ,452 ,1641 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,과천선,1455,인덕원,72 ,3 ,8630 ,2176 ,27093 ,13714 ,90202 ,30935 ,82873 ,115709 ,50021 ,42098 ,38932 ,23353 ,35998 ,22759 ,37553 ,21926 ,38793 ,26639 ,33449 ,30030 ,34474 ,33273 ,38709 ,37067 ,51808 ,49476 ,94766 ,85585 ,38254 ,81712 ,27951 ,44990 ,27589 ,42517 ,20689 ,42186 ,7905 ,29229 ,1270 ,10996 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,과천선,1456,평촌,36 ,0 ,4304 ,2283 ,18679 ,8257 ,61519 ,27723 ,51077 ,86819 ,28410 ,38148 ,22621 ,18035 ,21598 ,17505 ,22883 ,17277 ,22771 ,20752 ,21444 ,19683 ,23576 ,19122 ,25359 ,24103 ,37751 ,29215 ,67409 ,49041 ,30837 ,52586 ,23190 ,27284 ,21901 ,23954 ,17532 ,22406 ,6925 ,13048 ,1113 ,6356 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,과천선,1457,범계,117 ,28 ,7901 ,2808 ,31109 ,10844 ,96163 ,23467 ,85693 ,65299 ,48623 ,50945 ,37846 ,34427 ,39052 ,35329 ,42849 ,37760 ,44150 ,44650 ,42515 ,42436 ,45165 ,44489 ,49431 ,52333 ,57484 ,63387 ,76770 ,104331 ,48542 ,97442 ,47722 ,51335 ,40968 ,40978 ,37831 ,38790 ,16978 ,23429 ,2587 ,10948 ,2 ,1 ,0 ,0 ,0 ,0 
Jan-19,분당선,1023,선릉,22 ,3 ,1111 ,1123 ,1890 ,8055 ,3688 ,38111 ,6202 ,145082 ,5666 ,90882 ,6268 ,37205 ,8388 ,25301 ,9950 ,24616 ,12073 ,26850 ,13580 ,21327 ,16015 ,19360 ,23297 ,16362 ,30976 ,22801 ,70605 ,27956 ,33522 ,20261 ,21637 ,9052 ,21297 ,6703 ,19702 ,5879 ,6917 ,4153 ,389 ,974 ,0 ,1 ,0 ,0 ,0 ,0 
Jan-19,분당선,1024,한티,15 ,0 ,1847 ,1046 ,6943 ,7404 ,19126 ,18722 ,26517 ,53145 ,18744 ,52858 ,14628 ,30899 ,17617 ,22748 ,21739 ,28474 ,25682 ,34268 ,23354 ,23936 ,26480 ,23127 ,30481 ,27237 ,46056 ,35239 ,51299 ,37695 ,33468 ,29818 ,36291 ,17461 ,25259 ,14839 ,34141 ,14823 ,6118 ,9234 ,275 ,1023 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1025,도곡,73 ,1 ,1070 ,1198 ,2713 ,6168 ,7004 ,11976 ,11919 ,27515 ,9290 ,21989 ,8228 ,9477 ,9392 ,9455 ,10198 ,9354 ,11118 ,10180 ,11596 ,8734 ,12837 ,9083 ,15654 ,10052 ,20500 ,11089 ,27907 ,13623 ,14104 ,11230 ,8762 ,7348 ,8007 ,7015 ,5604 ,6787 ,1772 ,4393 ,96 ,557 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1026,구룡,0 ,0 ,377 ,376 ,1165 ,2463 ,2419 ,2423 ,3410 ,5313 ,3014 ,3098 ,2336 ,1872 ,2307 ,1566 ,2597 ,2211 ,2554 ,1843 ,2376 ,1953 ,2763 ,2005 ,5755 ,2271 ,4423 ,2346 ,3613 ,3095 ,1722 ,2743 ,908 ,1756 ,913 ,1799 ,480 ,1742 ,142 ,1488 ,17 ,175 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1027,개포동,3 ,0 ,607 ,513 ,2525 ,5516 ,6744 ,5548 ,7463 ,9128 ,4990 ,7954 ,4383 ,6229 ,4816 ,3430 ,6326 ,3970 ,5866 ,4907 ,5033 ,4328 ,5967 ,4563 ,7751 ,4970 ,10811 ,5758 ,8646 ,8458 ,4948 ,7733 ,3442 ,4915 ,3602 ,4551 ,3206 ,4877 ,1026 ,3065 ,41 ,427 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1028,대모산입구,0 ,0 ,1812 ,574 ,3514 ,2350 ,8430 ,3935 ,11705 ,9254 ,7651 ,5115 ,5659 ,3730 ,5845 ,3595 ,5590 ,3671 ,5962 ,4070 ,4985 ,4328 ,5020 ,5178 ,5310 ,5333 ,6346 ,5924 ,8976 ,7929 ,3913 ,7332 ,2740 ,5058 ,2131 ,4629 ,1444 ,4934 ,525 ,2921 ,22 ,606 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1030,수서,67 ,2 ,3003 ,3040 ,6616 ,12572 ,24977 ,24036 ,40821 ,50880 ,27673 ,30194 ,26233 ,20122 ,21518 ,17085 ,24867 ,20958 ,24435 ,20600 ,17930 ,20101 ,24904 ,20873 ,28505 ,26635 ,34830 ,31390 ,50245 ,44468 ,23457 ,35329 ,22645 ,22997 ,16560 ,19727 ,15830 ,17870 ,9164 ,9066 ,146 ,1446 ,2 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1031,복정,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,7 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1846,수원,663 ,9 ,4217 ,632 ,8700 ,3025 ,28855 ,6396 ,31471 ,11358 ,16912 ,7849 ,10639 ,5908 ,9952 ,6671 ,10686 ,8775 ,11176 ,10018 ,11402 ,8834 ,12591 ,9584 ,15121 ,12410 ,18596 ,15507 ,22721 ,23461 ,17377 ,21850 ,15356 ,12042 ,13616 ,8777 ,11835 ,7634 ,5662 ,4364 ,142 ,2020 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1847,서울숲,49 ,1 ,2273 ,469 ,5117 ,6974 ,14358 ,8407 ,26437 ,29573 ,17047 ,19378 ,8844 ,9878 ,8214 ,9016 ,8706 ,9156 ,10032 ,11642 ,10216 ,11591 ,11328 ,11583 ,15254 ,11864 ,21082 ,13688 ,31080 ,20695 ,16200 ,18449 ,8834 ,10351 ,7463 ,9504 ,5205 ,10228 ,1817 ,5460 ,53 ,1015 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1848,압구정로데오,105 ,2 ,1667 ,613 ,3420 ,10677 ,5296 ,21585 ,8432 ,72678 ,7384 ,94377 ,8374 ,45684 ,12514 ,33566 ,15751 ,30446 ,19039 ,32012 ,23557 ,31582 ,29854 ,29356 ,36380 ,27638 ,51023 ,31944 ,84121 ,38829 ,62568 ,27638 ,51325 ,10900 ,34014 ,7451 ,27851 ,6495 ,11005 ,3665 ,405 ,715 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1849,강남구청,28 ,0 ,1312 ,569 ,2627 ,4719 ,7136 ,13254 ,11458 ,58896 ,9089 ,43080 ,8972 ,21778 ,10861 ,15698 ,11314 ,15450 ,13922 ,17505 ,14776 ,17103 ,16956 ,15737 ,17721 ,15800 ,23628 ,17602 ,54867 ,22327 ,29060 ,17612 ,17147 ,8997 ,15958 ,7443 ,11609 ,7438 ,5009 ,4909 ,144 ,954 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1850,선정릉,11 ,1 ,1050 ,743 ,2313 ,4415 ,4318 ,12346 ,8302 ,60971 ,6474 ,46196 ,5789 ,17513 ,7453 ,11568 ,9431 ,10901 ,10024 ,10984 ,11606 ,10738 ,12750 ,10116 ,13603 ,9236 ,21334 ,10661 ,51006 ,13029 ,28493 ,9664 ,14781 ,5305 ,13192 ,4530 ,10424 ,4299 ,4072 ,3063 ,182 ,771 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1851,가천대,14 ,1 ,5276 ,778 ,6536 ,3295 ,18701 ,5655 ,29072 ,20043 ,17457 ,13882 ,10166 ,9428 ,10026 ,8009 ,12056 ,10232 ,11968 ,11446 ,10953 ,9907 ,13900 ,10217 ,13431 ,12049 ,15333 ,14900 ,13990 ,25185 ,8106 ,23579 ,5555 ,16276 ,5114 ,16992 ,4096 ,18046 ,2284 ,12946 ,132 ,1968 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1852,태평,132 ,9 ,14277 ,2564 ,20267 ,6712 ,45127 ,8493 ,69904 ,18327 ,47876 ,13999 ,26529 ,12437 ,23136 ,14594 ,23601 ,15835 ,23788 ,18754 ,21174 ,18969 ,20032 ,27480 ,20602 ,29104 ,23208 ,35489 ,23398 ,53505 ,13620 ,44915 ,10269 ,30164 ,8410 ,32551 ,6188 ,30039 ,2592 ,17635 ,231 ,2632 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1853,모란,178 ,20 ,13779 ,2966 ,22803 ,11191 ,62115 ,24035 ,85162 ,35741 ,59593 ,28427 ,36481 ,26545 ,36750 ,33780 ,39813 ,35533 ,42290 ,39393 ,40163 ,38786 ,40949 ,46775 ,42022 ,47109 ,45069 ,52057 ,48214 ,76546 ,28994 ,66488 ,20443 ,43931 ,20189 ,42462 ,15470 ,37156 ,8643 ,25595 ,758 ,3183 ,1 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1854,야탑,166 ,8 ,7510 ,3903 ,18938 ,14727 ,57586 ,38258 ,74506 ,102724 ,50863 ,64821 ,41652 ,42798 ,43625 ,43188 ,47147 ,46448 ,49081 ,47451 ,47946 ,52701 ,51878 ,49191 ,57812 ,56854 ,69003 ,61135 ,101601 ,89654 ,58494 ,76170 ,41659 ,46197 ,39800 ,38630 ,31306 ,37751 ,12148 ,23163 ,914 ,4708 ,0 ,0 ,0 ,0 ,0 ,0 
Jan-19,분당선,1855,서현,416 ,6 ,5561 ,3090 ,12657 ,10618 ,35997 ,37248 ,47016 ,89108 ,33187 ,82480 ,30405 ,54669 ,35309 ,48707 ,39946 ,47500 ,42946 ,55974 ,48628 ,51844 ,55256 ,52687 ,58854 ,52476 ,74959 ,60412 ,108306 ,81112 ,71755 ,67197 ,65219 ,37708 ,56182 ,30556 ,49715 ,25868 ,22649 ,16204 ,1740 ,2304 ,0 ,0 ,0 ,0 ,0 ,0 
